v ATLAS
# This file was created by ATLAS version 5.24.1.R on Wed Apr 29 01:59:59 2020.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2017                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 4 77 79 78 206
d   0.000000e+00  1.550000e+21  0.000000e+00  1.550000e+21
d   4.765625e-02  1.041977e+21  0.000000e+00  1.041977e+21
d   9.531250e-02  7.004615e+20  0.000000e+00  7.004615e+20
d   1.429687e-01  4.708803e+20  0.000000e+00  4.708803e+20
d   1.906250e-01  3.165460e+20 6.294396e-303  3.165460e+20
d   2.382812e-01  2.127958e+20 8.230383e-292  2.127958e+20
d   2.859375e-01  1.430505e+20 6.833190e-281  1.430505e+20
d   3.335937e-01  9.616469e+19 3.602136e-270  9.616469e+19
d   3.812500e-01  6.464604e+19 1.205674e-259  6.464604e+19
d   4.289062e-01  4.345785e+19 2.562317e-249  4.345785e+19
d   4.765625e-01  2.921423e+19 3.457554e-239  2.921423e+19
d   5.242187e-01  1.963906e+19 2.962363e-229  1.963906e+19
d   5.718750e-01  1.320222e+19 1.611539e-219  1.320222e+19
d   6.195312e-01  8.875102e+18 5.566427e-210  8.875102e+18
d   6.671875e-01  5.966225e+18 1.220803e-200  5.966225e+18
d   7.148438e-01  4.010753e+18 1.699994e-191  4.010753e+18
d   7.625000e-01  2.696200e+18 1.503082e-182  2.696200e+18
d   8.101562e-01  1.812502e+18 8.438226e-174  1.812502e+18
d   8.578125e-01  1.218442e+18 3.007826e-165  1.218442e+18
d   9.054687e-01  8.190889e+17 6.807499e-157  8.190889e+17
d   9.531250e-01  5.506267e+17 9.782628e-149  5.506267e+17
d   1.000781e+00  3.701550e+17 8.925996e-141  3.701550e+17
d   1.048437e+00  2.488341e+17 5.171196e-133  2.488341e+17
d   1.096094e+00  1.672770e+17 1.902210e-125  1.672770e+17
d   1.143750e+00  1.124508e+17 4.442826e-118  1.124508e+17
d   1.191406e+00  7.559424e+16 6.588600e-111  7.559424e+16
d   1.239062e+00  5.081770e+16 6.203835e-104  5.081770e+16
d   1.286719e+00  3.416184e+16  3.709031e-97  3.416184e+16
d   1.334375e+00  2.296506e+16  1.407972e-90  2.296506e+16
d   1.382031e+00  1.543810e+16  3.393599e-84  1.543810e+16
d   1.429688e+00  1.037815e+16  5.193503e-78  1.037815e+16
d   1.477344e+00  6.976641e+15  5.046536e-72  6.976641e+15
d   1.525000e+00  4.689998e+15  3.113576e-66  4.689998e+15
d   1.572656e+00  3.152818e+15  1.219716e-60  3.152818e+15
d   1.620312e+00  2.119460e+15  3.033831e-55  2.119460e+15
d   1.667969e+00  1.424792e+15  4.791341e-50  1.424792e+15
d   1.715625e+00  9.578065e+14  4.804586e-45  9.578065e+14
d   1.763281e+00  6.438787e+14  3.059061e-40  6.438787e+14
d   1.810937e+00  4.328429e+14  1.236669e-35  4.328429e+14
d   1.858594e+00  2.909756e+14  3.174328e-31  2.909756e+14
d   1.906250e+00  1.956063e+14  5.173488e-27  1.956063e+14
d   1.953906e+00  1.314950e+14  5.353629e-23  1.314950e+14
d   2.001562e+00  8.839658e+13  3.517598e-19  8.839658e+13
d   2.049219e+00  5.942398e+13  1.467498e-15  5.942398e+13
d   2.096875e+00  3.994735e+13  3.887244e-12  3.994735e+13
d   2.144531e+00  2.685433e+13  6.537916e-09  2.685433e+13
d   2.192187e+00  1.805263e+13  6.981843e-06  1.805263e+13
d   2.239844e+00  1.213576e+13  4.734062e-03  1.213576e+13
d   2.287500e+00  8.158177e+12  2.038126e+00  8.158177e+12
d   2.335156e+00  5.484277e+12  5.571362e+02  5.484277e+12
d   2.382812e+00  3.686767e+12  9.669963e+04  3.686767e+12
d   2.430469e+00  2.478403e+12  1.065667e+07  2.478414e+12
d   2.478125e+00  1.666089e+12  7.456779e+08  1.666835e+12
d   2.525781e+00  1.120017e+12  3.312945e+10  1.153146e+12
d   2.573437e+00  7.529234e+11  9.345670e+11  1.687490e+12
d   2.621094e+00  5.061475e+11  1.673940e+13  1.724555e+13
d   2.668750e+00  3.402541e+11  1.903717e+14  1.907120e+14
d   2.716406e+00  2.287334e+11  1.374669e+15  1.374898e+15
d   2.764062e+00  1.537644e+11  6.302706e+15  6.302860e+15
d   2.811719e+00  1.033671e+11  1.834802e+16  1.834812e+16
d   2.859375e+00  6.948779e+10  3.391442e+16  3.391449e+16
d   2.907031e+00  4.671268e+10  3.980273e+16  3.980278e+16
d   2.954687e+00  3.140227e+10  2.966023e+16  2.966026e+16
d   3.002344e+00  2.110996e+10  1.403361e+16  1.403363e+16
